Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
kaylene corbett,RSA,Résultats:2:22.06,natation,200m-brasse-f,NA,5
molly renshaw,GBR,Résultats:2:22.65,natation,200m-brasse-f,NA,6
abbie wood,GBR,Résultats:2:23.72,natation,200m-brasse-f,NA,7
fanny lecluyse,BEL,Résultats:2:24.57,natation,200m-brasse-f,NA,8
nafissatou thiam,BEL,Unknown,athletisme,heptathlon-f,Gold,1
anouk vetter,NED,Unknown,athletisme,heptathlon-f,Silver,2
emma oosterwegel,NED,Unknown,athletisme,heptathlon-f,Bronze,3
noor vidts,BEL,Unknown,athletisme,heptathlon-f,NA,4
kendell williams,USA,Unknown,athletisme,heptathlon-f,NA,5
annie kunz,USA,Unknown,athletisme,heptathlon-f,NA,6
carolin schafer,GER,Unknown,athletisme,heptathlon-f,NA,7
ivona dadic,AUT,Unknown,athletisme,heptathlon-f,NA,8
erica bougard,USA,Unknown,athletisme,heptathlon-f,NA,9
ninali zheng,CHN,Unknown,athletisme,heptathlon-f,NA,10
verena mayr,AUT,Unknown,athletisme,heptathlon-f,NA,11
ekaterina voronina,UZB,Unknown,athletisme,heptathlon-f,NA,12
xenia krizsan,HUN,Unknown,athletisme,heptathlon-f,NA,13
evelis aguilar,COL,Unknown,athletisme,heptathlon-f,NA,14
odile ahouanwanou,BEN,Unknown,athletisme,heptathlon-f,NA,15
adrianna sulek,POL,Unknown,athletisme,heptathlon-f,NA,16
maria huntington,FIN,Unknown,athletisme,heptathlon-f,NA,17
maria vicente,ESP,Unknown,athletisme,heptathlon-f,NA,18
vanessa grimm,GER,Unknown,athletisme,heptathlon-f,NA,19
georgia ellenwood,CAN,Unknown,athletisme,heptathlon-f,NA,20
nadine broersen,NED,Unknown,athletisme,heptathlon-f,NA,Non classé
katarina johnson-thompson,GBR,Unknown,athletisme,heptathlon-f,NA,Non classé
marthe koala,BUR,Unknown,athletisme,heptathlon-f,NA,Non classé
yorgelis rodriguez,CUB,Unknown,athletisme,heptathlon-f,NA,Non classé
tom dean,GBR,Résultats:1:44.22,natation,200m-nage-libre-h,Gold,1
duncan scott,GBR,Résultats:1:44.26,natation,200m-nage-libre-h,Silver,2
fernando scheffer,BRA,Résultats:1:44.66,natation,200m-nage-libre-h,Bronze,3
david popovici,ROU,Résultats:1:44.68,natation,200m-nage-libre-h,NA,4
martin malyutin,ROC,Résultats:1:45.01,natation,200m-nage-libre-h,NA,5
kieran smith,USA,Résultats:1:45.12,natation,200m-nage-libre-h,NA,6
sunwoo hwang,KOR,Résultats:1:45.26,natation,200m-nage-libre-h,NA,7
danas rapsys,LTU,Résultats:1:45.78,natation,200m-nage-libre-h,NA,8
anita wlodarczyk,POL,Résultats:78.48,athletisme,lancer-du-marteau-f,Gold,1
zheng wang,CHN,Résultats:77.03,athletisme,lancer-du-marteau-f,Silver,2
malwina kopron,POL,Résultats:75.49,athletisme,lancer-du-marteau-f,Bronze,3
alexandra tavernier,FRA,Résultats:74.41,athletisme,lancer-du-marteau-f,NA,4
camryn rogers,CAN,Résultats:74.35,athletisme,lancer-du-marteau-f,NA,5
bianca florentina ghelber,ROU,Résultats:74.18,athletisme,lancer-du-marteau-f,NA,6
joanna fiodorow,POL,Résultats:73.83,athletisme,lancer-du-marteau-f,NA,7
deanna price,USA,Résultats:73.09,athletisme,lancer-du-marteau-f,NA,8
julia ratcliffe,NZL,Résultats:72.69,athletisme,lancer-du-marteau-f,NA,9
brooke andersen,USA,Résultats:72.16,athletisme,lancer-du-marteau-f,NA,10
gwen berry,USA,Résultats:71.35,athletisme,lancer-du-marteau-f,NA,11
sara fantini,ITA,Résultats:69.10,athletisme,lancer-du-marteau-f,NA,12
evgeny rylov,ROC,Résultats:51.98,natation,100m-dos-h,Gold,1
kliment kolesnikov,ROC,Résultats:52.00,natation,100m-dos-h,Silver,2
ryan murphy,USA,Résultats:52.19,natation,100m-dos-h,Bronze,3
thomas ceccon,ITA,Résultats:52.30,natation,100m-dos-h,NA,4
jiayu xu,CHN,Résultats:52.51,natation,100m-dos-h,NA,5
hugo gonzalez de oliveira,ESP,Résultats:52.78,natation,100m-dos-h,NA,6
mitchell larkin,AUS,Résultats:52.79,natation,100m-dos-h,NA,7
robert glinta,ROU,Résultats:52.95,natation,100m-dos-h,NA,8
nina derwael,BEL,Résultats:15.200,gymnastique-artistique,barres-asymetriques-f,Gold,1
anastasiia iliankova,ROC,Résultats:14.833,gymnastique-artistique,barres-asymetriques-f,Silver,2
sunisa lee,USA,Résultats:14.500,gymnastique-artistique,barres-asymetriques-f,Bronze,3
yufei lu,CHN,Résultats:14.400,gymnastique-artistique,barres-asymetriques-f,NA,4
elisabeth seitz,GER,Résultats:14.400,gymnastique-artistique,barres-asymetriques-f,NA,5
melanie de jesus dos santos,FRA,Résultats:14.033,gymnastique-artistique,barres-asymetriques-f,NA,6
yilin fan,CHN,Résultats:13.900,gymnastique-artistique,barres-asymetriques-f,NA,7
angelina melnikova,ROC,Résultats:13.066,gymnastique-artistique,barres-asymetriques-f,NA,8
bethany shriever,GBR,Unknown,cyclisme-bmx-racing,femme,Gold,1
mariana pajón,COL,Unknown,cyclisme-bmx-racing,femme,Silver,2
merel smulders,NED,Unknown,cyclisme-bmx-racing,femme,Bronze,3
felicia stancil,USA,Unknown,cyclisme-bmx-racing,femme,NA,4
lauren reynolds,AUS,Unknown,cyclisme-bmx-racing,femme,NA,5
simone christensen,DEN,Unknown,cyclisme-bmx-racing,femme,NA,6
axelle etienne,FRA,Unknown,cyclisme-bmx-racing,femme,NA,7
drew mechielsen,CAN,Unknown,cyclisme-bmx-racing,femme,NA,8
saya sakakibara,AUS,Unknown,cyclisme-bmx-racing,femme,NA,9
natalia afremova,ROC,Unknown,cyclisme-bmx-racing,femme,NA,10
elke vanhoof,BEL,Unknown,cyclisme-bmx-racing,femme,NA,11
rebecca petch,NZL,Unknown,cyclisme-bmx-racing,femme,NA,12
judy baauw,NED,Unknown,cyclisme-bmx-racing,femme,NA,13
zoe claessens,SUI,Unknown,cyclisme-bmx-racing,femme,NA,14
alise willoughby,USA,Unknown,cyclisme-bmx-racing,femme,NA,15
laura smulders,NED,Unknown,cyclisme-bmx-racing,femme,NA,16
payton ridenour,USA,Unknown,cyclisme-bmx-racing,femme,NA,17
domenica michelle azuero gonzalez,ECU,Unknown,cyclisme-bmx-racing,femme,NA,18
natalia suvorova,ROC,Unknown,cyclisme-bmx-racing,femme,NA,19
manon valentino,FRA,Unknown,cyclisme-bmx-racing,femme,NA,20
vineta petersone,LAT,Unknown,cyclisme-bmx-racing,femme,NA,21
priscila stevaux carnaval,BRA,Unknown,cyclisme-bmx-racing,femme,NA,22
chutikan kitwanitsathian,THA,Unknown,cyclisme-bmx-racing,femme,NA,23
sae hatakeyama,JPN,Unknown,cyclisme-bmx-racing,femme,NA,24
anna kiesenhofer,AUT,Résultats:3:52:45,cyclisme-sur-route,course-sur-route-f,Gold,1
annemiek van vleuten,NED,Résultats:3:54:00,cyclisme-sur-route,course-sur-route-f,Silver,2
elisa longo borghini,ITA,Résultats:3:54:14,cyclisme-sur-route,course-sur-route-f,Bronze,3
lotte kopecky,BEL,Résultats:3:54:24,cyclisme-sur-route,course-sur-route-f,NA,4
marianne vos,NED,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,5
lisa brennauer,GER,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,6
coryn rivera,USA,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,7
marta cavalli,ITA,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,8
olga zabelinskaya,UZB,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,9
cecilie uttrup ludwig,DEN,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,10
elizabeth deignan,GBR,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,11
margarita victoria garcia,ESP,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,12
ashleigh moolman-pasio,RSA,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,13
katarzyna niewiadoma,POL,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,14
anna van der breggen,NED,Résultats:3:54:31,cyclisme-sur-route,course-sur-route-f,NA,15
karol-ann canuel,CAN,Résultats:3:55:05,cyclisme-sur-route,course-sur-route-f,NA,16
alena amialiusik,BLR,Résultats:3:55:05,cyclisme-sur-route,course-sur-route-f,NA,17
marta lach,POL,Résultats:3:55:13,cyclisme-sur-route,course-sur-route-f,NA,18
eugenia bujak,SLO,Résultats:3:55:13,cyclisme-sur-route,course-sur-route-f,NA,19
christine majerus,LUX,Résultats:3:55:13,cyclisme-sur-route,course-sur-route-f,NA,20
eri yonamine,JPN,Résultats:3:55:13,cyclisme-sur-route,course-sur-route-f,NA,21
paula andrea patino bedoya,COL,Résultats:3:55:15,cyclisme-sur-route,course-sur-route-f,NA,22
liane lippert,GER,Résultats:3:55:17,cyclisme-sur-route,course-sur-route-f,NA,23
omer shapira,ISR,Résultats:3:55:23,cyclisme-sur-route,course-sur-route-f,NA,24
demi vollering,NED,Résultats:3:55:41,cyclisme-sur-route,course-sur-route-f,NA,25
tiffany cromwell,AUS,Résultats:3:55:41,cyclisme-sur-route,course-sur-route-f,NA,26
anna plichta,POL,Résultats:3:55:58,cyclisme-sur-route,course-sur-route-f,NA,27
ane santesteban gonzalez,ESP,Résultats:3:56:04,cyclisme-sur-route,course-sur-route-f,NA,28
leah thomas,USA,Résultats:3:56:07,cyclisme-sur-route,course-sur-route-f,NA,29
juliette labous,FRA,Résultats:3:56:07,cyclisme-sur-route,course-sur-route-f,NA,30
chloe dygert,USA,Résultats:3:58:51,cyclisme-sur-route,course-sur-route-f,NA,31
alison jackson,CAN,Résultats:3:59:47,cyclisme-sur-route,course-sur-route-f,NA,32
tereza neumanova,CZE,Résultats:3:59:47,cyclisme-sur-route,course-sur-route-f,NA,33
arlenis sierra canadilla,CUB,Résultats:3:59:47,cyclisme-sur-route,course-sur-route-f,NA,34
rasa leleivyte,LTU,Résultats:3:59:47,cyclisme-sur-route,course-sur-route-f,NA,35
leah kirchmann,CAN,Résultats:3:59:47,cyclisme-sur-route,course-sur-route-f,NA,36
katrine aalerud,NOR,Résultats:3:59:52,cyclisme-sur-route,course-sur-route-f,NA,37
ahreum na,KOR,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,38
tamara balabolina,ROC,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,39
sarah gigante,AUS,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,40
hannah ludwig,GER,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,41
julie van de velde,BEL,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,42
hiromi kaneko,JPN,Résultats:4:01:08,cyclisme-sur-route,course-sur-route-f,NA,43
marta bastianelli,ITA,Résultats:4:02:16,cyclisme-sur-route,course-sur-route-f,NA,44
ruth winder,USA,Résultats:4:02:16,cyclisme-sur-route,course-sur-route-f,NA,45
marlen reusser,SUI,Résultats:4:02:16,cyclisme-sur-route,course-sur-route-f,NA,46
grace brown,AUS,Résultats:4:02:16,cyclisme-sur-route,course-sur-route-f,NA,47
soraya paladin,ITA,Résultats:4:08:40,cyclisme-sur-route,course-sur-route-f,NA,48
emma cecilie joergensen,DEN,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
valerie demey,BEL,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
stine borgli,NOR,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
teniel campbell,TTO,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
antri christoforou,CYP,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
jiajun sun,CHN,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
agua marina espinola salinas,PAR,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
amanda spratt,AUS,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
trixi worrack,GER,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
anna shackley,GBR,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
carla oberholzer,RSA,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
valeriya kononenko,UKR,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
jutatip maneephan,THA,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
vera adrian,NAM,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
lizbeth yareli salazar vázquez,MEX,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
selam amha,ETH,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
mosana debesay,ERI,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
maria jose vargas barrientos,CRC,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
catalina anais soto campos,CHI,Résultats:N'a pas terminé,cyclisme-sur-route,course-sur-route-f,NA,Non classé
yi lyu wang,CHN,Unknown,badminton,double-mixte,Gold,1
dong ping huang,CHN,Unknown,badminton,double-mixte,Gold,1
ya qiong huang,CHN,Unknown,badminton,double-mixte,Silver,2
si wei zheng,CHN,Unknown,badminton,double-mixte,Silver,2
arisa higashino,JPN,Unknown,badminton,double-mixte,Bronze,3
yuta watanabe,JPN,Unknown,badminton,double-mixte,Bronze,3
ying suet tse,HKG,Unknown,badminton,double-mixte,NA,4
chun man tang,HKG,Unknown,badminton,double-mixte,NA,4
marcus ellis,GBR,Unknown,badminton,double-mixte,NA,=5
lauren smith,GBR,Unknown,badminton,double-mixte,NA,=5
melati daeva oktavianti,INA,Unknown,badminton,double-mixte,NA,=5
praveen jordan,INA,Unknown,badminton,double-mixte,NA,=5
dechapol puavaranukroh,THA,Unknown,badminton,double-mixte,NA,=5
sapsiree taerattanachai,THA,Unknown,badminton,double-mixte,NA,=5
yujung chae,KOR,Unknown,badminton,double-mixte,NA,=5
seungjae seo,KOR,Unknown,badminton,double-mixte,NA,=5
peng soon chan,MAS,Unknown,badminton,double-mixte,NA,=9
liu ying goh,MAS,Unknown,badminton,double-mixte,NA,=9
mathias christiansen,DEN,Unknown,badminton,double-mixte,NA,=9
alexandra boje,DEN,Unknown,badminton,double-mixte,NA,=9
adham hatem elgamal,EGY,Unknown,badminton,double-mixte,NA,=9
doha hany,EGY,Unknown,badminton,double-mixte,NA,=9
delphine delrue,FRA,Unknown,badminton,double-mixte,NA,=9
thom gicquel,FRA,Unknown,badminton,double-mixte,NA,=9
joshua hurlburt-yu,CAN,Unknown,badminton,double-mixte,NA,=9
josephine wu,CAN,Unknown,badminton,double-mixte,NA,=9
isabel herttrich,GER,Unknown,badminton,double-mixte,NA,=9
mark lamsfuss,GER,Unknown,badminton,double-mixte,NA,=9
gronya somerville,AUS,Unknown,badminton,double-mixte,NA,=9
simon wing hang leung,AUS,Unknown,badminton,double-mixte,NA,=9
robin tabeling,NED,Unknown,badminton,double-mixte,NA,=9
selena piek,NED,Unknown,badminton,double-mixte,NA,=9
isaquias queiroz dos santos,BRA,Unknown,canoe-sprint,canoe-simple-1000m-h,Gold,1
hao liu,CHN,Unknown,canoe-sprint,canoe-simple-1000m-h,Silver,2
serghei tarnovschi,MDA,Unknown,canoe-sprint,canoe-simple-1000m-h,Bronze,3
adrien bart,FRA,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,4
martin fuksa,CZE,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,5
conrad-robin scheibner,GER,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,6
fernando dayan jorge,CUB,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,7
pengfei zheng,CHN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,8
jose ramon pelier cordova,CUB,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,9
sebastian brendel,GER,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,10
catalin chirila,ROU,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,11
pavlo altukhov,UKR,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,12
wiktor glazunow,POL,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,13
connor fitzpatrick,CAN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,14
balazs adolf,HUN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,15
yurii vandiuk,UKR,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,16
mateusz kaminski,POL,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,17
pablo martinez,ESP,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,18
viktor melantev,ROC,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,19
petr fuksa,CZE,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,20
victor mihalachi,ROU,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,21
jacky jamael nascimento godmann,BRA,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,22
vladislav chebotar,ROC,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,23
sergey yemelyanov,KAZ,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,24
daniel fejes,HUN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,25
roland varga,CAN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,26
cayetano garcia,ESP,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,27
ghailene khattali,TUN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,28
takanori tome,JPN,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,29
buly da conceicao triste,STP,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,30
joaquim lobo,MOZ,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,31
roque fernandes dos ramos,STP,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,32
rudolf berking-williams,SAM,Unknown,canoe-sprint,canoe-simple-1000m-h,NA,33
distria krasniqi,KOS,Unknown,judo,48kg-f,Gold,1
funa tonaki,JPN,Unknown,judo,48kg-f,Silver,2
daria bilodid,UKR,Unknown,judo,48kg-f,Bronze,3
urantsetseg munkhbat,MGL,Unknown,judo,48kg-f,Bronze,3
shira rishony,ISR,Unknown,judo,48kg-f,NA,=5
catarina costa,POR,Unknown,judo,48kg-f,NA,=5
chen-hao lin,TPE,Unknown,judo,48kg-f,NA,=7
paula pareto,ARG,Unknown,judo,48kg-f,NA,=7
gabriela chibana,BRA,Unknown,judo,48kg-f,NA,=9
mary dee vargas ley,CHI,Unknown,judo,48kg-f,NA,=9
yanan li,CHN,Unknown,judo,48kg-f,NA,=9
julia figueroa,ESP,Unknown,judo,48kg-f,NA,=9
eva csernoviczki,HUN,Unknown,judo,48kg-f,NA,=9
irina dolgova,ROC,Unknown,judo,48kg-f,NA,=9
marusa stangar,SLO,Unknown,judo,48kg-f,NA,=9
milica nikolic,SRB,Unknown,judo,48kg-f,NA,=9
aisha gurbanli,AZE,Unknown,judo,48kg-f,NA,=17
luz alvarez,COL,Unknown,judo,48kg-f,NA,=17
shirine boukli,FRA,Unknown,judo,48kg-f,NA,=17
katharina menz,GER,Unknown,judo,48kg-f,NA,=17
shushila devi likmabam,IND,Unknown,judo,48kg-f,NA,=17
francesca milani,ITA,Unknown,judo,48kg-f,NA,=17
otgontsetseg galbadrakh,KAZ,Unknown,judo,48kg-f,NA,=17
yujeong kang,KOR,Unknown,judo,48kg-f,NA,=17
harriet bonface,MAW,Unknown,judo,48kg-f,NA,=17
soniya bhatta,NEP,Unknown,judo,48kg-f,NA,=17
geronay whitebooi,RSA,Unknown,judo,48kg-f,NA,=17
gulkader senturk,TUR,Unknown,judo,48kg-f,NA,=17
dawid tomala,POL,Résultats:3:50:08,athletisme,50km-marche-h,Gold,1
jonathan hilbert,GER,Résultats:3:50:44,athletisme,50km-marche-h,Silver,2
evan dunfee,CAN,Résultats:3:50:59,athletisme,50km-marche-h,Bronze,3
marc tur,ESP,Résultats:3:51:08,athletisme,50km-marche-h,NA,4
joao vieira,POR,Résultats:3:51:28,athletisme,50km-marche-h,NA,5
masatora kawano,JPN,Résultats:3:51:56,athletisme,50km-marche-h,NA,6
tongda bian,CHN,Résultats:3:52:01,athletisme,50km-marche-h,NA,7
rhydian cowley,AUS,Résultats:3:52:01,athletisme,50km-marche-h,NA,8
veli-matti partanen,FIN,Résultats:3:52:39,athletisme,50km-marche-h,NA,9
brendan boyce,IRL,Résultats:3:53:40,athletisme,50km-marche-h,NA,10
jose leonardo montana,COL,Résultats:3:53:50,athletisme,50km-marche-h,NA,11
artur brzozowski,POL,Résultats:3:54:08,athletisme,50km-marche-h,NA,12
jorge armando ruiz,COL,Résultats:3:55:30,athletisme,50km-marche-h,NA,13
matej toth,SVK,Résultats:3:56:23,athletisme,50km-marche-h,NA,14
jose leyver,MEX,Résultats:3:56:53,athletisme,50km-marche-h,NA,15
quentin rew,NZL,Résultats:3:57:33,athletisme,50km-marche-h,NA,16
mate helebrandt,HUN,Résultats:3:57:53,athletisme,50km-marche-h,NA,17
diego pinzon,COL,Résultats:3:57:54,athletisme,50km-marche-h,NA,18
andres chocho,ECU,Résultats:3:59:03,athletisme,50km-marche-h,NA,19
bence venyercsan,HUN,Résultats:3:59:05,athletisme,50km-marche-h,NA,20
qin wang,CHN,Résultats:3:59:35,athletisme,50km-marche-h,NA,21
dzmitry dziubin,BLR,Résultats:4:00:25,athletisme,50km-marche-h,NA,22
andrea agrusti,ITA,Résultats:4:01:10,athletisme,50km-marche-h,NA,23
marius cocioran,ROU,Résultats:4:01:43,athletisme,50km-marche-h,NA,24
maryan zakalnytskyy,UKR,Résultats:4:02:53,athletisme,50km-marche-h,NA,25
jarkko kinnunen,FIN,Résultats:4:04:28,athletisme,50km-marche-h,NA,26
jhonatan javier amores carua,ECU,Résultats:4:05:47,athletisme,50km-marche-h,NA,27
yadong luo,CHN,Résultats:4:06:17,athletisme,50km-marche-h,NA,28
alex wright,IRL,Résultats:4:06:20,athletisme,50km-marche-h,NA,29
hayato katsuki,JPN,Résultats:4:06:32,athletisme,50km-marche-h,NA,30
artur mastianica,LTU,Résultats:4:06:43,athletisme,50km-marche-h,NA,31
satoshi maruo,JPN,Résultats:4:06:44,athletisme,50km-marche-h,NA,32
carl dohmann,GER,Résultats:4:07:18,athletisme,50km-marche-h,NA,33
bernardo uriel barrondo,GUA,Résultats:4:08:34,athletisme,50km-marche-h,NA,34
jesus angel garcia,ESP,Résultats:4:10:03,athletisme,50km-marche-h,NA,35
alexandros papamichail,GRE,Résultats:4:12:49,athletisme,50km-marche-h,NA,36
arnis rumbenieks,LAT,Résultats:4:13:33,athletisme,50km-marche-h,NA,37
aleksi ojala,FIN,Résultats:4:14:02,athletisme,50km-marche-h,NA,38
valeriy litaniuk,UKR,Résultats:4:14:05,athletisme,50km-marche-h,NA,39
marc mundell,RSA,Résultats:4:14:37,athletisme,50km-marche-h,NA,40
michal morvay,SVK,Résultats:4:15:22,athletisme,50km-marche-h,NA,41
nathaniel seiler,GER,Résultats:4:15:37,athletisme,50km-marche-h,NA,42
vit hlavac,CZE,Résultats:4:15:40,athletisme,50km-marche-h,NA,43
horacio nava,MEX,Résultats:4:19:00,athletisme,50km-marche-h,NA,44
mathieu bilodeau,CAN,Résultats:4:20:36,athletisme,50km-marche-h,NA,45
lukas gdula,CZE,Résultats:4:33:06,athletisme,50km-marche-h,NA,46
claudio villanueva,ECU,Résultats:4:53:09,athletisme,50km-marche-h,NA,47
teodorico caporaso,ITA,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
rafal augustyn,POL,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
havard haukenes,NOR,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
luis manuel corchete,ESP,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
gurpreet singh,IND,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
luis angel sanchez,GUA,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
ivan banzeruk,UKR,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
isaac palma,MEX,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
yohann diniz,FRA,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
marco de luca,ITA,Résultats:N'a pas terminé,athletisme,50km-marche-h,NA,Non classé
erick barrondo,GUA,Résultats:Disqualifié,athletisme,50km-marche-h,NA,Non classé
ruslans smolonskis,LAT,Résultats:Disqualifié,athletisme,50km-marche-h,NA,Non classé
